Date,Ethiopia,South Sudan,CAR,Chad,Egypt,Uganda,Libya,TOTAL
Jun-24,15096,133067,15335,142584,255565,794,1920,564361
Jun-25,15096,135100,15335,142584,255565,794,1920,566394
Jun-26,15096,136209,15335,150659,255565,794,1920,575578
Jun-27,16109,137357,15335,159060,255565,794,1920,586140
Jun-28,16109,138976,15335,159060,255565,794,1920,587759
Jun-29,16413,139912,15335,159060,255565,794,1920,588999
Jun-30,16413,142150,15335,179740,255565,794,1920,611917
Jul-1,16413,143867,15335,179740,255565,1963,3502,616385
Jul-2,17622,146579,15335,179740,255565,1963,3502,620306
Jul-3,17622,148135,15335,192473,255565,1963,3502,634595
Jul-4,17622,149229,15335,192473,255565,1963,3502,635689
Jul-5,17622,151546,16719,192473,255565,1963,3502,639390
Jul-6,22866,153822,16719,192473,255565,1963,3502,646910
Jul-7,22866,156352,16719,192473,255565,1963,3502,649440
Jul-8,22866,158467,16719,192473,255565,1963,3502,651555
Jul-9,23256,160598,16719,192473,255565,1963,3502,654076
Jul-10,23256,162418,16726,192473,255565,1963,3502,655903
Jul-11,24541,163877,16726,192473,255565,1963,3502,658647
Jul-12,24541,166378,16726,192473,255565,1963,3502,661148
Jul-13,25208,168885,16988,192473,255565,1963,3502,664584
Jul-14,25208,168885,16988,192473,255565,1963,3502,664584
Jul-15,25208,168885,16988,260390,255565,1963,3502,732501
Jul-16,25540,174335,16988,260390,255565,1963,3502,738283
Jul-17,25540,174335,16988,260390,255565,1963,3502,738283
Jul-18,26801,178548,17227,260390,255565,1963,3502,743996
Jul-19,26801,178548,17227,260390,255565,1963,3502,743996
Jul-20,27472,182285,17227,260390,255565,1963,3502,748404
Jul-21,27472,182285,17227,260390,255565,1963,3502,748404
Jul-22,27472,182285,17227,260390,255565,1963,3502,748404
Jul-23,27831,188699,17227,329177,255565,1963,3502,823964
Jul-24,27831,188699,17227,329177,255565,1963,3502,823964
Jul-25,30239,190781,17227,329177,255565,1963,3502,828454
Jul-26,30239,190781,17227,329177,255565,1963,3502,828454
Jul-27,30711,193882,17227,329177,255565,1963,3502,832027
Jul-28,30711,193882,17227,329177,255565,1963,3502,832027
Jul-29,30984,193882,17227,329177,255565,1963,3502,832300
Jul-30,30984,198703,17302,329177,255565,1963,3502,837196
Jul-31,30984,198703,17302,329177,279230,1963,3502,860861
Aug-1,31261,200570,17302,348306,279230,3743,5213,885625
Aug-2,31261,200570,17302,348306,279230,3743,5213,885625
Aug-3,31408,203620,17302,348306,279230,3743,5213,888822
Aug-4,31408,203620,17302,348306,279230,3743,5213,888822
Aug-5,31408,203620,17302,348306,279230,3743,5213,888822
Aug-6,31540,207575,17715,348306,279230,3743,5213,893322
Aug-7,31540,207575,17746,348306,279230,3743,5213,893353
Aug-8,31540,207575,17746,358817,279230,3743,5213,903864
Aug-9,31798,211139,17746,358817,279230,3743,5213,907686
Aug-10,31798,211139,17781,358817,279230,3743,5213,907721
Aug-11,31955,214008,17781,366432,279230,3743,5213,918362
Aug-12,31955,214008,17781,366432,279230,3743,5213,918362
Aug-13,31955,218797,17781,366432,279230,3743,5213,923151
Aug-14,31955,218797,17781,366432,279230,3743,5213,923151
Aug-15,32123,222235,17781,366432,279230,3743,5213,926757
Aug-16,32123,222235,17781,366432,279230,3743,5213,926757
Aug-17,33603,225293,17781,366432,279230,3743,5213,931295
Aug-18,33603,225293,17781,378428,279230,3743,5213,943291
Aug-19,33603,225293,17955,378428,279230,3743,5213,943465
Aug-20,33639,229678,17955,378428,279230,3743,5213,947886
Aug-21,33639,229678,17955,378428,287230,3743,5213,955886
Aug-22,33808,232991,18001,378428,287230,3743,5213,959414
Aug-23,33808,232991,18001,378428,287230,3743,5213,959414
Aug-24,35035,237012,18001,378428,287230,3743,5213,964662
Aug-25,35035,237012,18001,378428,287230,3743,5213,964662
Aug-26,35035,237012,18001,382320,287230,3743,5213,968554
Aug-27,35106,240245,18011,382320,287230,3743,5213,971868
Aug-28,35106,240245,18011,382320,287230,3743,5213,971868
Aug-29,35159,242910,18011,382320,287230,3743,5213,974586
Aug-30,35159,242910,18011,382320,287230,3743,5213,974586
Aug-31,35218,245371,18011,382320,287230,3743,5213,977106
Sep-1,35246,248579,18011,382320,287230,5366,6894,983646
Sep-2,35246,248579,18011,403058,287230,5366,6894,1004384
Sep-3,35246,248579,18011,403058,287230,5366,6894,1004384
Sep-4,35246,248579,18011,403058,287230,5366,6894,1004384
Sep-5,35397,250753,18545,412336,287230,5366,6894,1016521
Sep-6,35397,250753,18545,412336,287230,5366,6894,1016521
Sep-7,35526,253479,18545,412336,287230,5366,6894,1019376
Sep-8,35526,253479,18545,412336,287230,5366,6894,1019376
Sep-9,35526,253479,18545,412336,287230,5366,6894,1019376
Sep-10,35567,258277,18545,412336,287230,5366,6894,1024215
Sep-11,35567,258277,18545,412336,317230,5366,6894,1054215
Sep-12,35623,260653,18545,418126,317230,5366,6894,1062437
Sep-13,35623,260653,18545,418126,317230,5366,6894,1062437
Sep-14,35752,268514,18545,418126,317230,5366,6894,1070427
Sep-15,35752,268514,18545,418187,317230,5366,6894,1070488
Sep-16,35752,268514,18545,418187,317230,5366,6894,1070488
Sep-17,35770,276291,18545,418187,317230,5366,6894,1078283
Sep-18,35770,276291,18545,418187,317230,5366,6894,1078283
Sep-19,35809,279068,18545,418187,317230,5366,6894,1081099
Sep-20,35809,279068,18545,418187,317230,5366,6894,1081099
Sep-21,35844,282399,18545,418187,317230,5366,6894,1084465
Sep-22,35844,282399,18545,420834,317230,5366,6894,1087112
Sep-23,35844,282399,18545,420834,317230,5366,6894,1087112
Sep-24,35844,288479,18545,420834,317230,5366,6894,1093192
Sep-25,36945,288479,18545,420834,317230,5366,6894,1094293
Sep-26,37286,292173,18545,420834,317230,5366,6894,1098328
Sep-27,37286,292173,18545,420834,317230,5366,6894,1098328
Sep-28,37286,295098,18545,420834,317230,5366,6894,1101253
Sep-29,37286,295098,18545,420834,317230,5366,6894,1101253
Sep-30,37286,297995,18545,423657,317230,5366,6894,1106973
Oct-1,37286,297995,18545,423657,317230,7440,9009,1111162
Oct-2,37286,297995,18545,423657,317230,7440,9009,1111162
Oct-3,37286,300547,18545,423657,317230,7440,9009,1113714
Oct-4,37286,300547,18545,423657,317230,7440,9009,1113714
Oct-5,37286,304676,20177,423657,317230,7440,9009,1119475
Oct-6,37286,304676,20177,423657,317230,7440,9009,1119475
Oct-7,37286,304676,20177,423657,317230,7440,9009,1119475
Oct-8,37289,307184,20177,423657,317230,7440,9009,1121986
Oct-9,37289,307184,20177,423657,317230,7440,9009,1121986
Oct-10,37387,310975,20177,431197,317230,7440,9009,1133415
Oct-11,37387,310975,20177,431197,317230,7440,9009,1133415
Oct-12,37555,314273,20177,431197,317230,7440,9009,1136881
Oct-13,37555,314273,20177,431197,317230,7440,9009,1136881
Oct-14,37555,317479,20177,431197,317230,7440,9009,1140087
Oct-15,37555,317479,20177,431197,317230,7440,9009,1140087
Oct-16,37555,317479,20177,442250,317230,7440,9009,1151140
Oct-17,37555,319598,20177,442250,317230,7440,9009,1153259
Oct-18,37555,319598,20177,442250,317230,7440,9009,1153259
Oct-19,37555,323948,20177,442250,337230,7440,9009,1177609
Oct-20,37555,323948,20177,442250,337230,7440,9009,1177609
Oct-21,37555,323948,20177,442250,337230,7440,9009,1177609
Oct-22,37702,327919,20177,442250,337230,7440,9009,1181727
Oct-23,37702,327919,20177,442250,337230,7440,9009,1181727
Oct-24,37702,327919,20520,442250,337230,7440,9009,1182070
Oct-25,37702,327919,20520,442250,337230,7440,9009,1182070
Oct-26,37894,327919,20520,442250,338374,7440,9009,1183406
Oct-27,37894,333928,20520,442250,338374,7440,9009,1189415
Oct-28,37894,333928,20520,442250,338374,7440,9009,1189415
Oct-29,37894,345903,20520,442250,338374,7440,9009,1201390
Oct-30,37894,345903,20520,442250,338374,7440,9009,1201390
Oct-31,38009,345903,20520,442250,338374,7440,9009,1201505
Nov-1,38009,345903,20520,442250,338374,10679,11176,1206911
Nov-2,38009,351371,20520,450000,338374,10679,11176,1220129
Nov-3,38009,351371,20520,450000,338374,10679,11176,1220129
Nov-4,38009,351371,20520,450000,338374,10679,11176,1220129
Nov-5,38009,351371,20520,450000,338374,10679,11176,1220129
Nov-6,38474,351371,20520,450000,338374,10679,11176,1220594
Nov-7,38474,351371,20520,450000,338374,10679,11176,1220594
Nov-8,38474,351371,20520,450000,338374,10679,11176,1220594
Nov-9,38994,359292,20520,450000,338374,10679,11176,1229035
Nov-10,38994,359292,20520,450000,338374,10679,11176,1229035
Nov-11,38994,359292,20520,450000,338374,10679,11176,1229035
Nov-12,38994,363533,20520,450000,338374,10679,11176,1233276
Nov-13,38994,363533,20520,450000,338374,10679,11176,1233276
Nov-14,38994,363533,20520,450000,338374,10679,11176,1233276
Nov-15,38994,368880,24535,450000,338374,10679,11176,1242638
Nov-16,39292,368880,24535,450000,338374,10679,11176,1242936
Nov-17,39292,368880,24535,450000,338374,10679,11176,1242936
Nov-18,39292,368880,24535,450000,338374,10679,11176,1242936
Nov-19,39292,368880,24535,450000,338374,10679,11176,1242936
Nov-20,39313,368880,24535,450000,338374,10679,11176,1242957
Nov-21,39412,368880,24535,450000,338374,10679,11176,1243056
Nov-22,39412,368880,24535,450000,338374,10679,11176,1243056
Nov-23,39427,383649,24535,450000,338374,10679,11176,1257840
Nov-24,39427,383649,25428,450000,378504,10679,11176,1298863
Nov-25,39427,383649,25428,450000,378504,10679,11176,1298863
Nov-26,39452,392459,25428,450000,378504,10679,11176,1307698
Nov-27,39452,392459,25428,451894,378504,10679,11176,1309592
Nov-28,39452,392459,25428,451894,378504,10679,11176,1309592
Nov-29,39452,392459,25428,451894,378504,10679,11176,1309592
Nov-30,39748,392459,25715,451894,378504,10679,11176,1310175
Dec-1,39748,392459,25715,451894,378504,12821,20000,1321141
Dec-2,39748,392459,25715,451894,378504,12821,20000,1321141
Dec-3,39748,407549,25715,451894,378504,12821,20000,1336231
Dec-4,39748,407549,25715,451894,378504,12821,20000,1336231
Dec-5,40191,407549,25715,451894,378504,12821,20000,1336674
Dec-6,40191,407549,25715,451894,378504,12821,20000,1336674
Dec-7,40191,407549,25715,451894,378504,12821,20000,1336674
Dec-8,40191,407549,25715,451894,378504,12821,20000,1336674
Dec-9,40191,407549,25715,451894,378504,12821,20000,1336674
Dec-10,40272,428324,25715,484626,378504,12821,20000,1390262
Dec-11,40272,428324,25715,484626,378504,12821,20000,1390262
Dec-12,40272,428324,25715,484626,378504,12821,20000,1390262
Dec-13,40272,428324,25715,484626,378504,12821,20000,1390262
Dec-14,40272,428324,25715,484626,378504,12821,20000,1390262
Dec-15,40272,428324,25715,484626,378504,12821,20000,1390262
Dec-16,40272,428324,25715,484626,378504,12821,20000,1390262
Dec-17,40489,441963,25715,484626,378504,12821,20000,1404118
Dec-18,40489,441963,25715,484626,378504,12821,20000,1404118
Dec-19,40489,441963,25715,484626,378504,12821,20000,1404118
Dec-20,40489,441963,25715,484626,378504,12821,20000,1404118
Dec-21,40489,441963,25715,484626,378504,12821,20000,1404118
Dec-22,40763,441963,25715,484626,378504,12821,20000,1404392
Dec-23,40763,441963,25715,484626,378504,12821,20000,1404392
Dec-24,40763,441963,25715,484626,378504,12821,20000,1404392
Dec-25,40763,453140,25715,484626,378504,12821,20000,1415569
Dec-26,40763,453140,25715,484626,378504,12821,20000,1415569
Dec-27,40763,453140,25715,484626,378504,12821,20000,1415569
Dec-28,40763,453140,25715,484626,378504,12821,20000,1415569
Dec-29,40763,453140,25715,484626,378504,12821,20000,1415569
Dec-30,40763,453140,25715,484626,378504,12821,20000,1415569
Dec-31,40763,453140,25715,484626,400000,12821,20000,1437065
Jan-1,41495,464216,25715,484626,400000,17387,35000,1468439
Jan-2,41495,464216,25836,484626,400000,17387,35000,1468560
Jan-3,41495,464216,25836,484626,400000,17387,35000,1468560
Jan-4,41495,464216,25836,496834,400000,17387,35000,1480768
Jan-5,41495,464216,25836,496834,400000,17387,35000,1480768
Jan-6,41495,464216,25836,496834,400000,17387,35000,1480768
Jan-7,41495,464216,25836,496834,400000,17387,35000,1480768
Jan-8,42777,484364,25836,496834,400000,17387,35000,1502198
Jan-9,42777,484364,25836,496834,400000,17387,35000,1502198
Jan-10,43703,484364,25836,496834,400000,17387,35000,1503124
Jan-11,43703,484364,25836,496834,400000,17387,35000,1503124
Jan-12,43703,484364,25836,496834,400000,17387,35000,1503124
Jan-13,43703,484364,25836,496834,400000,17387,35000,1503124
Jan-14,43703,496834,25836,523431,400000,17387,35000,1542191
Jan-15,44607,501523,25836,523431,400000,17387,35000,1547784
Jan-16,44607,501523,25836,523431,400000,17387,35000,1547784
Jan-17,44607,501523,25836,523431,400000,17387,35000,1547784
Jan-18,44607,501523,25836,523431,400000,17387,35000,1547784
Jan-19,44607,501523,25836,523431,400000,17387,35000,1547784
Jan-20,44607,501523,28217,523431,400000,17387,35000,1550165
Jan-21,46565,509526,28217,523431,400000,17387,35000,1560126
Jan-22,46565,509526,28217,523431,400000,17387,35000,1560126
Jan-23,46565,509526,28217,523431,400000,17387,35000,1560126
Jan-24,46565,509526,28217,523431,400000,17387,35000,1560126
Jan-25,46565,509526,28217,523431,400000,17387,35000,1560126
Jan-26,46565,509526,28217,523431,400000,17387,35000,1560126
Jan-27,46565,509526,28217,523431,400000,17387,35000,1560126
Jan-28,47036,532050,28217,542204,400000,17387,35000,1601894
Jan-29,47036,532050,28217,542204,400000,17387,35000,1601894
Jan-30,47036,532050,28217,542204,400000,17387,35000,1601894
Jan-31,47036,532050,28217,542204,400000,17387,35000,1601894
Feb-1,47036,532050,28217,542204,400000,22969,50000,1622476
Feb-2,47036,532050,28217,542204,400000,22969,50000,1622476
Feb-3,47036,532050,28217,546770,400000,22969,50000,1627042
Feb-4,47596,541888,28217,546770,400000,22969,50000,1637440
Feb-5,47596,541888,28217,546770,400000,22969,50000,1637440
Feb-6,47596,541888,28217,546770,450000,22969,50000,1687440
Feb-7,47596,541888,28217,546770,450000,22969,50000,1687440
Feb-8,47596,541888,28217,546770,450000,22969,50000,1687440
Feb-9,47596,541888,28217,546770,450000,22969,50000,1687440
Feb-10,47596,541888,28217,546770,450000,22969,50000,1687440
Feb-11,48373,560525,28217,553150,450000,22969,50000,1713234
Feb-12,48373,560525,28779,553150,450000,22969,50000,1713796
Feb-13,48373,560525,28779,553150,450000,22969,50000,1713796
Feb-14,48373,560525,28779,553150,450000,22969,50000,1713796
Feb-15,48373,560525,28779,553150,450000,22969,50000,1713796
Feb-16,48373,560525,28779,554274,450000,22969,50000,1714920
Feb-17,48373,560525,28779,554274,450000,22969,50000,1714920
Feb-18,48746,570099,28779,554274,450000,22969,50000,1724867
Feb-19,48746,570099,28779,554274,450000,22969,50000,1724867
Feb-20,48746,570099,28785,554274,450000,22969,50000,1724873
Feb-21,48746,570099,28785,554274,450000,22969,50000,1724873
Feb-22,48746,570099,28785,554274,450000,22969,50000,1724873
Feb-23,48746,570099,28785,554274,450000,22969,50000,1724873
Feb-24,48746,570099,28785,554274,450000,22969,50000,1724873
Feb-25,49142,577294,28785,556410,450000,22969,50000,1734600
Feb-26,49142,577294,28785,556410,450000,22969,50000,1734600
Feb-27,49142,577294,28785,556410,450000,22969,50000,1734600
Feb-28,49142,577294,28785,556410,450000,22969,50000,1734600
Feb-29,49142,577294,28785,556410,450000,22969,50000,1734600
Mar-1,49142,577294,28785,556410,450000,27317,65000,1753948
Mar-2,49142,577294,28785,556410,450000,27317,65000,1753948
Mar-3,49844,588711,28785,559423,450000,27317,65000,1769080
Mar-4,49844,588711,28785,559423,450000,27317,65000,1769080
Mar-5,49844,588711,28785,559423,450000,27317,65000,1769080
Mar-6,49844,588711,28785,559423,450000,27317,65000,1769080
Mar-7,49844,588711,28785,559423,450000,27317,65000,1769080
Mar-8,49844,588711,28785,559423,450000,27317,65000,1769080
Mar-9,49844,588711,28785,559423,450000,27317,65000,1769080
Mar-10,50337,594893,28785,559423,450000,27317,65000,1775755
Mar-11,50337,594893,28785,559423,450000,27317,65000,1775755
Mar-12,50337,594893,28785,559423,450000,27317,65000,1775755
Mar-13,50337,594893,28785,559423,450000,27317,65000,1775755
Mar-14,50337,594893,28785,559423,500000,27317,65000,1825755
Mar-15,50337,594893,28785,559423,500000,27317,65000,1825755
Mar-16,50337,594893,28785,564686,500000,27317,65000,1831018
Mar-17,50648,609158,29444,564686,500000,27317,65000,1846253
Mar-18,50648,609158,29444,564686,500000,27317,65000,1846253
Mar-19,50648,609158,29444,564686,500000,27317,65000,1846253
Mar-20,50648,609158,29444,564686,500000,27317,65000,1846253
Mar-21,50648,609158,29444,564686,500000,27317,65000,1846253
Mar-22,50648,609158,29444,564686,500000,27317,65000,1846253
Mar-23,50648,609158,29444,564686,500000,27317,65000,1846253
Mar-24,51134,623619,29444,564686,500000,27317,65000,1861200
Mar-25,51134,623619,29444,564686,500000,27317,65000,1861200
Mar-26,51134,623619,29444,564686,500000,27317,65000,1861200
Mar-27,51134,623619,29444,564686,500000,27317,65000,1861200
Mar-28,51134,623619,29444,564686,500000,27317,65000,1861200
Mar-29,51134,623619,29444,564686,500000,27317,65000,1861200
Mar-30,51134,623619,29444,564686,500000,27317,65000,1861200
Mar-31,51666,634254,29444,564686,500000,27317,65000,1872367
Apr-1,51666,634254,29444,564686,500000,31197,80000,1891247
Apr-2,51666,634254,29444,564686,500000,31197,80000,1891247
Apr-3,51666,634254,29444,564686,500000,31197,80000,1891247
Apr-4,51666,634254,29444,564686,500000,31197,80000,1891247
Apr-5,51666,634254,29444,564686,500000,31197,80000,1891247
Apr-6,51666,634254,29444,564686,500000,31197,80000,1891247
Apr-7,52576,640688,29444,571815,500000,31197,80000,1905720
Apr-8,52576,640688,29444,571815,500000,31197,80000,1905720
Apr-9,52576,640688,29444,571815,500000,31197,80000,1905720
Apr-10,52576,640688,29444,571815,500000,31197,80000,1905720
Apr-11,52576,640688,29444,571815,500000,31197,80000,1905720
Apr-12,52576,640688,29444,571815,500000,31197,80000,1905720
Apr-13,52576,640688,29444,571815,500000,31197,80000,1905720
Apr-14,52758,646507,29444,572763,500000,31197,80000,1912669
Apr-15,52758,646507,29444,572763,500000,31197,80000,1912669
Apr-16,52758,646507,29444,572763,500000,31197,80000,1912669
Apr-17,52758,646507,29444,572763,500000,31197,80000,1912669
Apr-18,52758,646507,29444,572763,500000,31197,80000,1912669
Apr-19,52758,646507,29444,572763,500000,31197,80000,1912669
Apr-20,52758,646507,29444,572763,500000,31197,80000,1912669
Apr-21,52985,651496,29444,579222,500000,31197,80000,1924344
Apr-22,52985,651496,29444,579222,500000,31197,80000,1924344
Apr-23,52985,651496,29444,579222,500000,31197,80000,1924344
Apr-24,52985,651496,29444,579222,500000,31197,80000,1924344
Apr-25,52985,651496,29444,579222,500000,31197,80000,1924344
Apr-26,52985,651496,29444,579222,500000,31197,80000,1924344
Apr-27,52985,651496,29444,579222,500000,31197,80000,1924344
Apr-28,53572,658021,29444,579222,500000,31197,80000,1931456
Apr-29,53572,658021,29444,579222,500000,31197,80000,1931456
Apr-30,53572,658021,29444,579222,500000,31197,80000,1931456
May-1,53572,658021,29444,579222,500000,35467,95503,1951229
May-2,53572,658021,29444,579222,500000,35467,95503,1951229
May-3,53572,658021,30108,588825,500000,35467,95503,1961496
May-4,53572,658021,30108,588825,500000,35467,95503,1961496
May-5,53923,658021,30108,588825,500000,35467,95503,1961847
May-6,53923,658021,30108,588825,500000,35467,95503,1961847
May-7,53923,658021,30108,588825,500000,35467,95503,1961847
May-8,53923,658021,30108,588825,500000,35467,95503,1961847
May-9,53923,658021,30108,588825,500000,35467,95503,1961847
May-10,53923,658021,30108,592264,500000,35467,95503,1965286
May-11,53923,658021,30108,592264,500000,35467,95503,1965286
May-12,54090,670244,30108,592264,500000,35467,95503,1977676
May-13,54090,670244,30108,592264,500000,35467,95503,1977676
May-14,54090,670244,30108,592264,500000,35467,95503,1977676
May-15,54090,670244,30108,592264,500000,35467,95503,1977676
May-16,54090,670244,30108,592264,500000,35467,95503,1977676
May-17,54090,670244,30108,592264,500000,35467,95503,1977676
May-18,54090,670244,30108,592264,500000,35467,95503,1977676
May-19,54386,675169,30108,595346,500000,35467,95503,1985979
May-20,54386,675169,30806,595346,500000,35467,95503,1986677
May-21,54386,675169,30806,595346,500000,35467,95503,1986677
May-22,54386,675169,30806,595346,500000,35467,95503,1986677
May-23,54386,675169,30806,595346,500000,35467,95503,1986677
May-24,54386,675169,30806,595346,500000,35467,95503,1986677
May-25,54386,675169,30806,595346,500000,35467,95503,1986677
May-26,54688,675169,30806,595346,500000,35467,95503,1986979
May-27,54688,675169,30806,595346,500000,35467,95503,1986979
May-28,54688,675169,30806,595346,500000,35467,95503,1986979
May-29,54688,675169,30806,595346,500000,35467,95503,1986979
May-30,54688,675169,30806,595346,500000,35467,95503,1986979
May-31,54688,675169,31649,604206,500000,35467,95503,1996682
Jun-1,54688,675169,31649,604206,500000,39679,95503,2000894
Jun-2,54999,695312,31649,604206,500000,39679,95503,2021348
Jun-3,54999,695312,31649,604206,500000,39679,95503,2021348
Jun-4,54999,695312,31649,604206,500000,39679,95503,2021348
Jun-5,54999,695312,31649,604206,500000,39679,95503,2021348
Jun-6,54999,695312,31649,604206,500000,39679,95503,2021348
Jun-7,54999,695312,31649,608549,500000,39679,95503,2025691
Jun-8,54999,695312,31649,608549,500000,39679,95503,2025691
Jun-9,55091,700022,31649,608549,500000,39679,95503,2030493
Jun-10,55091,700022,31649,608549,500000,39679,95503,2030493
Jun-11,55091,700022,31649,608549,500000,39679,95503,2030493
Jun-12,55091,700022,31649,608549,500000,39679,95503,2030493
Jun-13,55091,700022,31649,608549,500000,39679,95503,2030493
Jun-14,55091,700022,31649,608549,500000,39679,95503,2030493
Jun-15,55091,700022,31649,608549,500000,39679,95503,2030493
Jun-16,55208,707781,31649,608549,500000,39679,95503,2038369
Jun-17,55208,707781,31649,608549,500000,39679,95503,2038369
Jun-18,55208,707781,31649,608715,500000,39679,95503,2038535
Jun-19,55208,707781,31649,608715,500000,39679,95503,2038535
Jun-20,55208,707781,31649,608715,500000,39679,95503,2038535
Jun-21,55208,707781,31649,608715,500000,39679,95503,2038535
Jun-22,55208,707781,31649,608715,500000,39679,95503,2038535
Jun-23,55831,714039,31649,608715,500000,39679,95503,2045416
Jun-24,55831,714039,32070,608715,500000,39679,95503,2045837
Jun-25,55831,714039,32070,608715,500000,39679,95503,2045837
Jun-26,55831,714039,32070,608715,500000,39679,95503,2045837
Jun-27,55831,714039,32070,608715,500000,39679,95503,2045837
Jun-28,55831,714039,32070,612286,500000,39679,95503,2049408
Jun-29,55831,714039,32070,612286,500000,39679,95503,2049408
Jun-30,56486,722313,32070,612286,500000,39679,95503,2058337
Jul-1,56486,722313,32070,612286,500000,39679,95503,2058337
Jul-2,56486,722313,32070,612286,500000,39679,95503,2058337
Jul-3,56486,722313,32070,612286,500000,39679,95503,2058337
Jul-4,56486,722313,32070,612286,500000,39679,95503,2058337
Jul-5,56486,722313,32070,617013,500000,43317,96061,2067260
Jul-6,56486,722313,32070,617013,500000,43317,96061,2067260
Jul-7,56663,733267,34316,617013,500000,43317,96061,2080637
Jul-8,56663,733267,34316,617013,500000,43317,96061,2080637
Jul-9,56663,733267,34316,617013,500000,43317,96061,2080637
Jul-10,56663,733267,34316,617013,500000,43317,96061,2080637
Jul-11,56663,733267,34316,617013,500000,43317,96061,2080637
Jul-12,56663,733267,34316,622928,500000,45244,96061,2088479
Jul-13,56663,733267,34316,622928,500000,45244,96061,2088479
Jul-14,56663,742118,34316,622928,500000,45244,96061,2097330
Jul-15,57003,742118,34316,622928,500000,45244,96061,2097670
Jul-16,57003,742118,34316,622928,500000,45244,96061,2097670
Jul-17,57003,742118,34316,622928,500000,45244,96061,2097670
Jul-18,57003,742118,34316,622928,500000,45244,96061,2097670
Jul-19,57003,742118,34316,628138,500000,47773,96061,2105409
Jul-20,57003,742118,34316,628138,500000,47773,96061,2105409
Jul-21,57003,752786,34316,628138,500000,47773,96061,2116077
